Wall time,Step,Value
1709400201.011204,48679,0.0
1709400314.082919,55485,0.0
1709400979.413166,94967,0.0
1709401206.5883698,106126,0.0
1709401518.736232,124561,0.009999999776482582
1709401697.1266282,135093,0.009999999776482582
1709401836.430808,143299,0.009999999776482582
1709402295.287895,170277,0.0
1709402423.120268,177800,0.009999999776482582
1709402590.8469849,187643,0.0
1709403151.524603,218600,0.009999999776482582
1709404159.6322072,277882,0.0
1709404234.588541,282338,0.0
1709404410.612399,292965,0.019999999552965164
1709404796.185993,313772,0.009999999776482582
1709404960.1962602,323375,0.009999999776482582
1709405127.378666,333236,0.0
1709405212.480555,338250,0.009999999776482582
1709405348.129317,346249,0.0
1709405542.6003442,357644,0.0
1709405623.2277482,362358,0.0
1709405848.415427,375612,0.019999999552965164
1709405925.977283,380375,0.0
1709405975.921778,383272,0.009999999776482582
1709406028.89605,386426,0.009999999776482582
1709406089.270935,389986,0.009999999776482582
1709406359.381808,404299,0.0
1709406429.752676,408413,0.0
1709406542.646379,415011,0.0
1709406675.418493,422786,0.0
1709406742.324151,426703,0.019999999552965164
1709406815.788459,431009,0.009999999776482582
1709406871.532442,434254,0.0
1709407064.952152,445567,0.0
1709407131.562461,449466,0.0
1709407189.053495,452842,0.009999999776482582
1709407254.782528,456700,0.019999999552965164
1709407549.334923,474016,0.0
1709407835.836877,491190,0.0
1709407881.269999,493847,0.0
1709407930.7539918,496728,0.0
1709408017.4094589,500261,0.009999999776482582
1709408064.3736231,503176,0.009999999776482582
1709408104.11187,505523,0.05000000074505806
1709408364.7448,520732,0.019999999552965164
1709408789.817596,545526,0.009999999776482582
1709408943.2257721,554471,0.05000000074505806
1709408997.295752,557654,0.019999999552965164
1709409315.8904178,576556,0.05000000074505806
1709409459.8732002,585104,0.029999999329447746
1709409553.2204401,590555,0.019999999552965164
1709409601.1881878,593355,0.029999999329447746
1709409649.5279691,596181,0.019999999552965164
1709409912.0050728,610067,0.009999999776482582
1709409960.28669,612914,0.009999999776482582
1709410013.651895,616032,0.029999999329447746
1709410178.618834,625695,0.029999999329447746
1709410238.253221,629180,0.019999999552965164
1709410605.07491,650534,0.05999999865889549
1709410713.7345998,656919,0.029999999329447746
1709410825.5645728,663498,0.019999999552965164
1709410879.294726,666696,0.03999999910593033
1709410931.16764,669785,0.029999999329447746
1709410979.037654,672539,0.029999999329447746
1709411168.7616699,683800,0.029999999329447746
1709411268.751474,689644,0.07000000029802322
1709411404.099618,697515,0.009999999776482582
1709411441.6889029,699717,0.03999999910593033
1709411506.8366542,702092,0.05000000074505806
1709411598.0679018,707605,0.029999999329447746
1709411643.1706922,710242,0.029999999329447746
1709411687.832417,712860,0.019999999552965164
1709411828.5190668,721081,0.03999999910593033
1709411919.3398259,726392,0.009999999776482582
1709411963.6934311,728997,0.07000000029802322
1709412050.567054,734063,0.07999999821186066
1709412096.399267,736742,0.009999999776482582
1709412249.226889,745672,0.03999999910593033
1709412457.5085618,758020,0.07000000029802322
1709412495.937341,760259,0.07000000029802322
1709412550.435479,763593,0.05000000074505806
1709412649.662198,769380,0.05000000074505806
1709412772.573256,776747,0.029999999329447746
1709412875.244083,782751,0.029999999329447746
1709412916.031563,785156,0.05999999865889549
1709413017.94817,791141,0.09000000357627869
1709413104.54192,796211,0.05000000074505806
1709413150.405052,798906,0.07000000029802322
1709413492.282197,817523,0.10000000149011612
1709413862.86582,839158,0.07000000029802322
1709413902.478975,841491,0.05999999865889549
1709413941.730792,843772,0.03999999910593033
1709414112.420321,853971,0.14000000059604645
1709414249.168996,862118,0.07000000029802322
1709414390.7892659,870540,0.07000000029802322
1709414439.060822,873371,0.029999999329447746
1709414570.973126,881063,0.10000000149011612
1709414607.7374961,883190,0.07000000029802322
1709414689.574795,887966,0.07999999821186066
1709414736.287457,890683,0.10000000149011612
1709414794.491783,894088,0.07999999821186066
1709414922.483092,900280,0.07000000029802322
1709415063.073987,908713,0.07000000029802322
1709415102.230679,910997,0.09000000357627869
1709415152.940992,914004,0.12999999523162842
1709415283.6648471,921632,0.05000000074505806
1709415408.78621,928951,0.14000000059604645
1709415626.45368,941644,0.10999999940395355
1709415707.140109,946562,0.17000000178813934
1709415803.495004,952243,0.11999999731779099
1709415848.371819,954879,0.09000000357627869
1709416054.037971,967229,0.09000000357627869
1709416178.497401,974501,0.05999999865889549
1709416223.912508,977168,0.10999999940395355
1709416274.9523258,980153,0.07000000029802322
1709416322.2815318,982918,0.12999999523162842
1709416423.022532,988852,0.12999999523162842
1709416647.03107,1000504,0.11999999731779099
1709416728.733966,1005277,0.14000000059604645
1709416812.5110872,1010287,0.10000000149011612
1709416898.728843,1015339,0.15000000596046448
1709417120.2899258,1028302,0.07000000029802322
1709417206.6724548,1033356,0.12999999523162842
1709417390.148617,1044312,0.12999999523162842
1709417598.610214,1056652,0.18000000715255737
1709417694.2067468,1062315,0.1599999964237213
1709417727.881425,1064398,0.10999999940395355
1709417930.388681,1076235,0.18000000715255737
1709417965.823848,1078307,0.09000000357627869
1709418029.4396539,1082046,0.15000000596046448
1709418113.6121101,1086954,0.1899999976158142
1709418163.6023839,1089857,0.17000000178813934
1709418201.684747,1092066,0.11999999731779099
1709418399.794826,1102334,0.1899999976158142
1709418445.9048572,1105040,0.18000000715255737
1709418544.3163369,1110997,0.10999999940395355
1709418665.9907892,1118094,0.20000000298023224
1709418825.313519,1127345,0.27000001072883606
1709418864.239151,1129617,0.1899999976158142
1709418910.869387,1132352,0.1599999964237213
1709418955.769248,1135050,0.3100000023841858
1709419038.793109,1140017,0.17000000178813934
1709419156.698251,1146891,0.1899999976158142
1709419201.065581,1149656,0.20999999344348907
1709419250.84664,1152589,0.2199999988079071
1709419389.9283059,1160875,0.20000000298023224
1709419438.94818,1163727,0.20000000298023224
1709419511.68529,1167986,0.1899999976158142
1709419768.4234061,1182901,0.18000000715255737
1709419862.2190132,1188416,0.1599999964237213
1709419986.573948,1195707,0.20999999344348907
1709420033.8285508,1198456,0.1899999976158142
1709420135.353003,1202936,0.28999999165534973
1709420173.497034,1205171,0.20000000298023224
1709420407.84114,1218994,0.1599999964237213
1709420445.5962691,1221199,0.15000000596046448
1709420534.600696,1226395,0.27000001072883606
1709420606.415426,1230608,0.2199999988079071
1709420653.9851809,1233549,0.20999999344348907
1709420698.2557282,1236118,0.23000000417232513
1709420819.8610501,1243222,0.20000000298023224
1709420866.93077,1246104,0.2800000011920929
1709420983.3213701,1252870,0.14000000059604645
1709421017.2684212,1254845,0.28999999165534973
1709421094.423319,1259467,0.23000000417232513
1709421131.196735,1261612,0.2199999988079071
1709421211.702147,1266316,0.3199999928474426
1709421375.134022,1275863,0.23999999463558197
1709421413.672414,1278107,0.20999999344348907
1709421461.945485,1280936,0.25999999046325684
1709421531.057323,1284954,0.23000000417232513
1709421572.892965,1287390,0.27000001072883606
1709421740.5874612,1297122,0.3100000023841858
1709421778.796505,1299357,0.23000000417232513
1709421831.7335649,1301155,0.25
1709421920.68698,1306370,0.3400000035762787
1709421956.822418,1308480,0.3499999940395355
1709421997.176231,1310980,0.3400000035762787
1709422038.6114318,1313401,0.3499999940395355
1709422387.2215831,1333916,0.25999999046325684
1709422428.066199,1336283,0.3199999928474426
1709422608.7265651,1346929,0.27000001072883606
1709422871.1822798,1362372,0.27000001072883606
1709422909.5016372,1364604,0.3400000035762787
1709423072.798513,1374059,0.28999999165534973
1709423108.943069,1376179,0.3499999940395355
1709423154.1105568,1378806,0.25999999046325684
1709423238.000447,1383730,0.38999998569488525
1709423318.786004,1388425,0.27000001072883606
1709423509.2380211,1399514,0.27000001072883606
1709423886.8227131,1420410,0.27000001072883606
1709423921.828544,1422551,0.36000001430511475
1709423959.1664052,1424794,0.3100000023841858
1709423999.677035,1427163,0.3499999940395355
1709424073.661142,1431468,0.36000001430511475
1709424110.192172,1433576,0.3400000035762787
1709424221.471052,1440196,0.33000001311302185
1709424331.6602938,1446608,0.28999999165534973
