Wall time,Step,Value
1702407910.511022,170,0.0
1702407913.517235,683,0.0
1702407916.80897,1255,0.0
1702407929.175504,3365,0.0
1702407932.2830021,3895,0.0
1702407937.555896,4791,0.0
1702407943.842367,5853,0.0
1702407958.55854,8336,0.0
1702407976.272011,11345,0.0
1702407983.2771032,12540,0.0
1702407991.0140002,13867,0.0
1702408006.30074,16458,0.0
1702408021.318912,18994,0.0
1702408032.87311,20970,0.0
1702408046.248203,23226,0.0
1702408054.302398,24601,0.0
1702408065.153916,26457,0.0
1702408070.9390411,27454,0.0
1702408074.3390532,28032,0.0
1702408080.9731798,29159,0.0
1702408086.543405,30110,0.0
1702408089.819309,30668,0.0
1702408092.378415,31107,0.0
1702408094.9943209,31553,0.009999999776482582
1702408097.496403,31981,0.009999999776482582
1702408109.432914,34024,0.009999999776482582
1702408111.6840441,34408,0.009999999776482582
1702408114.267814,34850,0.009999999776482582
1702408122.431034,36237,0.009999999776482582
1702408128.129389,37214,0.009999999776482582
1702408138.229244,38935,0.009999999776482582
1702408142.191463,39609,0.009999999776482582
1702408147.207461,40472,0.009999999776482582
1702408155.093293,41811,0.0
1702408158.8718212,42457,0.0
1702408168.314094,44073,0.0
1702408178.342624,45791,0.0
1702408182.1266701,46436,0.0
1702408198.6682339,49259,0.0
1702408207.99125,50848,0.0
1702408228.1765828,54293,0.0
1702408263.327199,60260,0.0
1702408272.5614378,61826,0.0
1702408276.658838,62518,0.0
1702408280.1683578,63113,0.0
1702408292.47439,65215,0.0
1702408295.964746,65811,0.0
1702408299.316689,66378,0.0
1702408303.789423,67131,0.0
1702408307.0544388,67688,0.0
1702408314.551567,68961,0.0
1702408327.047563,71056,0.0
1702408337.3106,72796,0.0
1702408347.955925,74593,0.0
1702408357.409439,76208,0.0
1702408362.89539,77136,0.0
1702408369.090928,78177,0.0
1702408385.164618,80888,0.0
1702408392.4267159,82115,0.0
1702408403.452079,83978,0.0
1702408413.25628,85635,0.009999999776482582
1702408424.3565052,87516,0.009999999776482582
1702408432.9680378,88875,0.009999999776482582
1702408439.5793002,89990,0.019999999552965164
1702408447.748032,91365,0.019999999552965164
1702408458.172919,93120,0.019999999552965164
1702408470.70466,95240,0.019999999552965164
1702408484.627435,97601,0.019999999552965164
1702408492.277148,98899,0.019999999552965164
1702408504.139971,100914,0.019999999552965164
1702408510.296802,101961,0.009999999776482582
1702408516.112892,102953,0.009999999776482582
1702408526.5689752,104722,0.009999999776482582
1702408539.445728,106926,0.0
1702408550.2696161,108768,0.0
1702408568.195368,111809,0.0
1702408582.02494,114181,0.0
1702408604.151691,117968,0.0
1702408619.2124438,120536,0.0
1702408637.2712781,123647,0.0
1702408652.173141,126207,0.0
1702408669.5125902,129187,0.0
1702408689.681659,132636,0.0
1702408705.3783438,135315,0.009999999776482582
1702408718.7123818,137605,0.009999999776482582
1702408734.736244,140304,0.009999999776482582
1702408753.5053399,143464,0.009999999776482582
1702408775.302357,147170,0.019999999552965164
1702408796.5833652,150815,0.029999999329447746
1702408813.0105228,153619,0.029999999329447746
1702408833.82006,157184,0.029999999329447746
1702408851.369718,160203,0.029999999329447746
1702408869.302944,163276,0.029999999329447746
1702408893.30479,167360,0.019999999552965164
1702408919.344917,171783,0.019999999552965164
1702408943.8607638,175838,0.019999999552965164
1702408966.7582998,179728,0.029999999329447746
1702408986.4977658,183094,0.019999999552965164
1702408998.24864,185096,0.009999999776482582
1702409015.3770869,187981,0.019999999552965164
1702409033.631391,191025,0.029999999329447746
1702409048.393426,193482,0.029999999329447746
1702409062.517992,195843,0.05999999865889549
1702409077.440138,198333,0.07999999821186066
1702409089.880488,200405,0.10000000149011612
1702409101.45252,202334,0.11999999731779099
1702409113.4144452,204330,0.10999999940395355
1702409124.5156438,206171,0.14000000059604645
1702409134.668448,207859,0.1899999976158142
1702409145.613547,209596,0.20999999344348907
1702409159.8792589,211938,0.23000000417232513
1702409168.737687,213428,0.25999999046325684
1702409187.760392,216608,0.25
1702409201.445238,218891,0.2800000011920929
1702409214.450312,221055,0.3100000023841858
1702409233.98282,224315,0.3400000035762787
1702409247.006827,226469,0.3799999952316284
1702409264.553345,229387,0.4000000059604645
1702409281.902425,232255,0.4099999964237213
1702409295.9052138,234575,0.41999998688697815
1702409310.6103418,237031,0.46000000834465027
1702409328.7738812,240040,0.47999998927116394
1702409344.929433,242718,0.5299999713897705
1702409363.246451,245707,0.550000011920929
1702409381.43086,248612,0.5699999928474426
1702409399.986231,251614,0.5799999833106995
1702409414.420052,253969,0.6000000238418579
1702409436.428007,257568,0.6000000238418579
1702409455.795012,260759,0.6000000238418579
1702409466.961782,262592,0.6299999952316284
1702409480.980528,264891,0.6200000047683716
1702409502.9063292,268499,0.6000000238418579
1702409518.3376288,271006,0.6000000238418579
1702409541.421898,274721,0.5699999928474426
1702409551.8807411,276444,0.5799999833106995
1702409574.519205,280154,0.5299999713897705
1702409583.6787899,281675,0.5400000214576721
1702409597.386941,283935,0.5400000214576721
1702409616.0960279,287012,0.5099999904632568
1702409631.737375,289603,0.4699999988079071
1702409647.717557,292229,0.4399999976158142
1702409669.866294,295847,0.4399999976158142
1702410847.4296188,297842,0.4300000071525574
1702410865.820899,300742,0.4399999976158142
1702410886.558572,304040,0.4000000059604645
1702410904.82945,306982,0.4399999976158142
1702410923.148791,309969,0.4300000071525574
1702410933.0500731,311574,0.46000000834465027
1702410945.762374,313631,0.5
1702410961.9358988,316261,0.5199999809265137
1702410981.785185,319503,0.5199999809265137
1702411006.657635,323559,0.5799999833106995
1702411026.034661,326803,0.5699999928474426
1702411067.1795661,329267,0.5899999737739563
1702411076.146219,330671,0.6299999952316284
1702411089.183601,332786,0.6399999856948853
1702411107.760155,335797,0.6100000143051147
1702411118.051786,337467,0.6200000047683716
1702411133.0849411,339956,0.6499999761581421
1702411147.843217,342374,0.699999988079071
1702411161.5423748,344649,0.6800000071525574
1702411172.893572,346534,0.699999988079071
1702411184.4432619,348434,0.75
1702411201.2867908,351153,0.75
1702411215.4165509,353407,0.7400000095367432
1702411221.060993,354301,0.75
1702411226.3818939,355101,0.800000011920929
1702411237.292253,356834,0.800000011920929
1702411248.43847,358557,0.8100000023841858
1702411258.393525,360114,0.8100000023841858
1702411270.049937,361963,0.8399999737739563
1702411280.37896,363573,0.8299999833106995
1702411287.376162,364709,0.8299999833106995
1702411294.690094,365875,0.8600000143051147
1702411300.74337,366846,0.8799999952316284
1702411308.534314,368095,0.8899999856948853
1702411315.501506,369226,0.8799999952316284
1702411321.41042,370190,0.8999999761581421
1702411330.6105,371698,0.8899999856948853
1702411342.294409,373592,0.8799999952316284
1702411348.091795,374525,0.8700000047683716
1702411357.5647721,376022,0.8700000047683716
1702411363.6587908,377017,0.8700000047683716
1702411371.51382,378289,0.8700000047683716
1702411374.887421,378834,0.8700000047683716
1702411382.0721269,380021,0.8700000047683716
1702411389.405107,381228,0.8700000047683716
1702411399.197786,382814,0.8299999833106995
1702411409.78604,384445,0.8299999833106995
