id,success,corridor_width,trajectory_efficiency,init_distance
0,True,10.586572084811943,2.162585964498242,5.0
1,True,8.315593924521817,1.8386392349183251,5.0
2,True,10.66881290270415,1.1918510493978742,5.0
3,True,10.88838264394713,1.0003390868674222,5.0
4,True,8.159033588757922,1.211095185413003,5.0
5,True,10.650420422601815,1.0824159932722472,5.0
6,True,10.599662851464194,1.0906085931595624,5.0
7,True,14.977741370184933,2.6106865292316956,5.0
8,True,10.940287644625748,1.0585228251746583,5.0
9,True,15.663703857846212,10.922484374310038,5.0
10,True,12.457751722307876,1.8675097857664025,5.0
11,True,10.826021753584337,1.2891549902289652,5.0
12,True,23.88526695656221,9.363429302620846,5.0
13,True,8.695650095546808,1.0111746728594349,5.0
14,True,11.993619555089936,1.5111124592331455,5.0
15,True,12.068853677516746,4.175354109494987,5.0
16,True,8.965754074392812,1.146067580121549,5.0
17,True,9.328467320330041,1.179395037871458,5.0
18,True,9.153367316522287,1.1000953545558236,5.0
19,True,9.446390068377688,1.1669468076493539,5.0
20,True,14.962697274817536,4.38766821218483,5.0
21,True,9.698216838333868,1.0278334965570388,5.0
22,True,13.72269816053339,1.733717197105927,5.0
23,True,8.845558982416541,1.001214971626689,5.0
24,True,15.402533447963355,3.4964969490202567,5.0
25,True,10.187788713315967,1.1197370906617374,5.0
26,True,9.279783509553974,1.0984668681633083,5.0
27,True,12.726041556780638,1.629156460742029,5.0
28,True,9.886433527167425,1.0126393386294392,5.0
29,True,8.803457888194192,1.2258930926472602,5.0
30,True,10.962047066276767,2.0562044936474413,5.0
31,True,34.4667277352703,15.089182448937953,5.0
32,True,10.245858033734134,1.351783433310347,5.0
33,True,9.383464157859333,1.2825979377972065,5.0
34,True,24.655614387408473,8.968585954176804,5.0
35,True,12.426956689071714,1.8044068335854913,5.0
36,True,10.389629344452981,1.1178884082101503,5.0
37,True,8.640197407743063,1.0742917301537274,5.0
38,True,8.635686507571062,1.0807221609616895,5.0
39,True,10.074919307709205,1.8082023537539071,5.0
40,True,12.07182150446736,3.4091661457133813,5.0
41,True,13.596196278920454,1.9164160969108575,5.0
42,True,12.68283147815072,1.8658537103046189,5.0
43,True,11.515353652576318,1.1918320714622728,5.0
44,True,9.950045950163746,1.545691881734068,5.0
45,True,11.557446101782897,1.4165694380832918,5.0
46,True,10.297698839658187,1.1601998883959146,5.0
47,True,12.079132909583052,1.6555483409493372,5.0
48,True,10.065546476882167,1.0598025783966676,5.0
49,True,9.361092304827187,1.1737496041621398,5.0
50,True,9.639036466702146,1.2713381008653566,5.0
51,True,10.323535772961678,1.3385372154410988,5.0
52,True,11.670007623563178,1.175557769040563,5.0
53,True,10.19288292899778,1.1930154601146483,5.0
54,True,9.921477392573319,1.2352367668597397,5.0
55,True,9.195812308431407,1.0531457771073405,5.0
56,True,16.21578594863223,7.972369390788583,5.0
57,False,13.587771435424248,2.586443616410219,5.0
58,True,10.21998852752904,1.0003007735652372,5.0
59,True,11.22525182978249,2.372547695045407,5.0
60,True,11.466002562959085,1.2911569290330505,5.0
61,True,10.500920588860271,1.0669949510503278,5.0
62,True,12.519919375102882,4.641909002175351,5.0
63,True,9.15274938519057,1.0341423300354708,5.0
64,True,10.320976013338031,1.0631970491747724,5.0
65,True,21.66587399208479,13.173915409086522,5.0
66,True,12.28964862046183,6.045967280894072,5.0
67,True,11.3259761575338,1.013901738751963,5.0
68,True,9.372371751227895,1.1443902490066222,5.0
69,True,11.435518208228682,1.1769789984946808,5.0
70,True,11.814316448277571,1.3112898299500866,5.0
71,True,18.621508145809006,6.934097825418576,5.0
72,True,9.841079967541324,1.2372143186667708,5.0
73,True,8.878795635874848,1.2570346616315433,5.0
74,True,9.32537931049958,1.0290821881664438,5.0
75,True,14.893652743083873,3.4174517493631664,5.0
76,True,11.034639301681892,1.0594473752182765,5.0
77,True,8.892231384730584,1.2801545335461497,5.0
78,True,16.94006716328289,2.645739828222542,5.0
79,True,9.916797361160908,1.1584795638844683,5.0
80,True,10.786580533296274,1.1418832140621158,5.0
81,True,9.062324045767019,1.506976124305087,5.0
82,True,29.917687218314846,11.192982421976115,5.0
83,True,17.10765965506489,3.3214699254964697,5.0
84,True,8.741774913999393,1.1623681420528358,5.0
85,True,25.623862856835,12.080460197318645,5.0
86,True,8.993828067423648,1.2627379293982892,5.0
87,True,10.095750260509794,1.263495819064518,5.0
88,True,8.47860180555216,1.2167246338494884,5.0
89,True,10.988759016916447,1.0559558578307946,5.0
90,True,10.710698863791913,2.173213564114379,5.0
91,True,9.001489727592897,1.0912157088089698,5.0
92,True,21.51552901344403,9.110698816407597,5.0
93,True,17.522384372456848,3.696546462689486,5.0
94,True,15.751591352089177,3.2412523035384497,5.0
95,True,11.708188616743207,1.2908443622246262,5.0
96,True,12.904463983374667,3.765445767116379,5.0
97,True,11.415072742806235,1.6346411167056936,5.0
98,True,12.938662554798066,1.5897561679746255,5.0
99,True,9.072082008078405,1.39465039083435,5.0
100,True,11.405592673709908,1.249243435485671,5.0
101,True,11.191383509828986,1.2283995945476018,5.0
102,True,19.344783379343934,7.047700209337214,5.0
103,True,9.509647905994541,1.1483529478696666,5.0
104,True,11.765618749176197,1.8935394760270063,5.0
105,True,10.982028011907824,1.048656752788549,5.0
106,True,9.368259078705293,1.418538342606199,5.0
107,False,10.958353290166997,0.9999999988141846,5.0
108,True,16.501724407705478,3.75597991449791,5.0
